,Unnamed: 0,chemical1,chemical2,similarity,experimental,database,textmining,combined_score
145291,145291,179837,247,0,153,0,0,153
145292,145292,179837,305,0,153,0,0,153
145293,145293,179837,937,0,153,0,0,153
145294,145294,179837,1662,0,441,0,0,441
145295,145295,179837,1688,0,153,0,0,153
145296,145296,179837,2162,0,441,0,0,441
145297,145297,179837,2250,0,441,0,227,554
145299,145299,179837,2676,0,441,0,0,441
145300,145300,179837,2763,0,153,0,0,153
145301,145301,179837,2796,0,297,0,0,297
145302,145302,179837,2797,0,297,0,0,297
145303,145303,179837,2854,0,441,0,0,441
145304,145304,179837,3339,0,153,0,0,153
145305,145305,179837,3403,0,441,0,329,613
145307,145307,179837,3463,0,153,0,0,153
145308,145308,179837,3962,0,441,0,341,620
145310,145310,179837,4889,0,441,0,353,627
145311,145311,179837,4912,0,297,0,0,297
145313,145313,179837,5204,0,297,0,0,297
145314,145314,179837,5694,0,297,0,0,297
145316,145316,179837,6536,0,153,0,0,153
145318,145318,179837,6744,0,153,0,0,153
145320,145320,179837,16315,0,153,0,0,153
145321,145321,179837,18026,0,153,0,0,153
145323,145323,179837,23403,0,153,0,0,153
145326,145326,179837,39042,0,153,0,0,153
145330,145330,179837,54454,0,441,0,0,441
145334,145334,179837,64719,0,441,0,0,441
145336,145336,179837,65036,0,153,0,0,153
145345,145345,179837,114892,0,297,0,0,297
145349,145349,179837,129806,0,441,0,0,441
145350,145350,179837,130214,0,153,0,0,153
145353,145353,179837,150311,0,297,0,0,297
145354,145354,179837,159325,0,297,0,0,297
145358,145358,179837,5310993,0,153,0,0,153
145359,145359,179837,6438355,0,297,0,0,297
145361,145361,179837,6918540,0,297,0,0,297
145362,145362,179837,11556427,0,297,0,0,297
145365,145365,179837,49836058,0,297,0,0,297
145368,145368,178103,104865,0,472,0,208,569
145370,145370,178103,159594,0,472,0,0,472
145371,145371,178103,177236,0,472,0,194,561
145372,145372,178103,186002,0,472,0,0,472
145373,145373,178103,216235,0,472,0,0,472
145374,145374,178103,443289,0,472,0,388,667
145376,145376,178103,6433100,0,472,0,0,472
145377,145377,178103,16004692,0,472,0,0,472
145379,145379,178013,450,0,464,0,0,464
145380,145380,178013,3350,0,464,0,755,865
145389,145389,178013,152945,0,464,0,260,591
145391,145391,177236,104865,0,472,0,521,739
145393,145393,177236,159594,0,472,0,404,675
145394,145394,177236,178103,0,472,0,194,561
145395,145395,177236,186002,0,472,0,0,472
145396,145396,177236,216235,0,472,0,386,666
145397,145397,177236,443289,0,472,0,357,650
145399,145399,177236,6433100,573,472,0,688,830
145400,145400,177236,16004692,0,472,0,139,531
145403,145403,176872,2051,0,155,0,0,155
145408,145408,176872,5040,981,900,0,963,996
145409,145409,176872,30956,0,346,0,0,346
145410,145410,176872,43860,0,183,0,230,352
145412,145412,176872,72271,0,157,0,140,253
145416,145416,176872,148191,981,827,0,984,997
145447,145447,176872,3062316,0,392,0,529,705
145467,145467,176870,3220,0,297,0,0,297
145470,145470,176870,3547,0,297,0,0,297
145472,145472,176870,3843,0,297,0,0,297
145473,145473,176870,4713,0,297,0,205,424
145474,145474,176870,5097,0,297,0,126,367
145475,145475,176870,5291,0,297,0,912,936
145476,145476,176870,5691,0,297,0,451,603
145477,145477,176870,72271,0,297,0,418,578
145479,145479,176870,123015,0,297,0,576,693
145480,145480,176870,123631,622,297,900,997,999
145483,145483,176870,206042,0,297,0,260,464
145484,145484,176870,208908,0,297,900,919,994
145485,145485,176870,216239,0,297,0,943,958
145486,145486,176870,3062316,0,297,0,794,850
145487,145487,176870,3086685,0,297,0,523,654
145488,145488,176870,5280961,0,297,0,449,601
145489,145489,176870,5287969,0,297,0,394,561
145490,145490,176870,5330286,0,297,0,283,480
145491,145491,176870,6426631,0,297,0,0,297
145492,145492,176870,9818231,0,297,0,126,367
145493,145493,176870,9823820,0,297,0,0,297
145494,145494,176870,9933475,0,297,0,688,774
145495,145495,176870,11597571,0,297,0,899,927
145496,145496,176870,11707110,0,297,0,380,551
145500,145500,176870,24826799,0,297,0,386,555
145502,145502,176870,57379345,0,297,0,505,641
145503,145503,168572,312,0,234,0,217,382
145505,145505,168572,1983,0,234,0,100,290
145506,145506,168572,2476,942,234,0,172,346
145507,145507,168572,2487,577,234,0,124,308
145508,145508,168572,3063,978,234,0,668,738
145509,145509,168572,3303,685,234,0,0,234
145510,145510,168572,3345,0,234,0,195,364
145511,145511,168572,3592,596,234,0,210,376
145512,145512,168572,3648,829,234,0,505,609
145513,145513,168572,3918,0,234,0,358,493
145514,145514,168572,4058,0,234,0,178,351
145515,145515,168572,4095,0,234,0,273,426
145516,145516,168572,4253,703,234,0,731,788
145517,145517,168572,4419,948,234,0,204,372
145518,145518,168572,4635,805,234,0,290,439
145520,145520,168572,4639,817,234,0,505,609
145521,145521,168572,4736,0,234,0,218,383
145523,145523,168572,5523,0,234,0,218,383
145530,145530,168572,10100,0,234,0,174,348
145532,145532,168572,10517,0,234,0,173,347
145537,145537,168572,22258,816,234,0,230,392
145538,145538,168572,26721,702,234,0,573,663
145540,145540,168572,40841,0,234,0,126,310
145542,145542,168572,41693,0,234,0,271,424
145543,145543,168572,51263,0,234,0,112,299
145545,145545,168572,62156,0,234,0,0,234
145548,145548,168572,104787,0,234,0,218,383
145551,145551,168572,107772,0,234,0,152,331
145552,145552,168572,119303,0,234,0,387,516
145553,145553,168572,123878,0,234,0,114,301
145555,145555,168572,135018,0,234,0,918,935
145556,145556,168572,5311080,0,234,0,126,310
145557,145557,168572,5311081,0,234,0,0,234
145558,145558,168572,25075996,0,234,0,351,488
145559,145559,166558,2554,0,497,0,0,497
145560,145560,166558,3203,0,497,0,0,497
145561,145561,166558,4236,0,497,0,0,497
145562,145562,166558,4463,0,497,0,0,497
145563,145563,166558,4763,0,497,0,0,497
145564,145564,166558,5591,0,497,0,0,497
145565,145565,166558,34312,0,497,0,0,497
145566,145566,166558,5381226,0,497,0,0,497
145567,145567,165628,450,0,335,0,524,674
145568,145568,165628,698,0,335,0,274,502
145569,145569,165628,699,0,335,0,566,702
145572,145572,165628,3054,0,412,0,552,728
145573,145573,165628,3285,0,335,0,259,492
145575,145575,165628,4080,0,335,0,0,335
145576,145576,165628,6623,0,412,0,485,688
145579,145579,165628,13089,0,412,0,271,558
145586,145586,165628,91469,0,412,0,244,542
145592,145592,165628,5280961,0,412,0,572,740
145593,145593,165628,5281707,0,412,0,690,812
145594,145594,165628,5281708,0,412,0,530,715
145739,145739,159594,104865,0,472,0,527,742
145741,145741,159594,177236,0,472,0,404,675
145742,145742,159594,178103,0,472,0,0,472
145743,145743,159594,186002,0,472,0,0,472
145744,145744,159594,216235,0,472,0,291,614
145745,145745,159594,443289,0,472,0,475,714
145747,145747,159594,6433100,0,472,0,0,472
145748,145748,159594,16004692,0,472,0,0,472
145773,145773,159325,247,0,153,0,0,153
145774,145774,159325,305,0,153,0,0,153
145775,145775,159325,937,0,153,0,580,633
145776,145776,159325,1662,0,297,0,0,297
145777,145777,159325,1688,0,153,0,0,153
145778,145778,159325,2162,0,297,0,0,297
145779,145779,159325,2250,0,297,0,605,714
145781,145781,159325,2676,0,297,0,794,851
145782,145782,159325,2763,0,153,0,150,258
145783,145783,159325,2796,0,297,0,213,430
145784,145784,159325,2797,0,297,0,580,695
145785,145785,159325,2854,0,297,0,0,297
145786,145786,159325,3339,0,153,0,479,545
145787,145787,159325,3403,0,297,0,156,388
145789,145789,159325,3463,0,153,0,475,542
145790,145790,159325,3962,0,297,0,209,427
145792,145792,159325,4889,0,297,0,702,784
145793,145793,159325,4912,0,297,0,299,492
145795,145795,159325,5204,0,297,0,0,297
145796,145796,159325,5694,0,297,0,0,297
145798,145798,159325,6536,0,153,0,0,153
145800,145800,159325,6744,0,153,0,100,214
145802,145802,159325,16315,0,153,0,0,153
145803,145803,159325,18026,0,153,0,0,153
145805,145805,159325,23403,0,153,0,0,153
145808,145808,159325,39042,0,153,0,342,426
145812,145812,159325,54454,0,297,0,405,569
145816,145816,159325,64719,0,297,0,0,297
145818,145818,159325,65036,0,153,0,0,153
145827,145827,159325,114892,0,297,0,0,297
145831,145831,159325,129806,0,297,0,388,556
145832,145832,159325,130214,0,153,0,0,153
145835,145835,159325,150311,0,297,0,574,691
145837,145837,159325,179837,0,297,0,0,297
145840,145840,159325,5310993,0,153,0,0,153
145841,145841,159325,6438355,0,297,0,0,297
145843,145843,159325,6918540,0,297,0,986,990
145844,145844,159325,11556427,0,297,0,971,979
145847,145847,159325,49836058,0,297,0,941,957
145850,145850,158795,191,743,488,0,178,566
145851,145851,158795,1329,0,313,0,0,313
145855,145855,158795,1917,0,313,0,0,313
145856,145856,158795,2153,0,313,0,0,313
145857,145857,158795,2519,0,313,0,0,313
145858,145858,158795,2806,0,313,0,0,313
145859,145859,158795,4402,873,488,0,0,488
145860,145860,158795,5472,0,313,0,0,313
145862,145862,158795,92411,0,313,0,0,313
145865,145865,158795,130214,895,488,0,295,628
145866,145866,158795,131432,642,488,0,0,488
145867,145867,158795,132624,634,488,0,103,527
145868,145868,158795,153990,0,313,0,179,419
145869,145869,158795,198792,0,313,0,0,313
145870,145870,158795,219024,551,488,0,0,488
145871,145871,158795,252716,0,313,0,0,313
145872,145872,158795,3985498,704,313,0,0,313
145873,145873,158795,4129546,0,313,0,0,313
145874,145874,158795,5310960,0,313,0,0,313
145878,145878,158795,6918456,0,313,0,0,313
145882,145882,158795,9871419,0,313,0,0,313
145910,145910,158781,2540,0,426,0,505,707
145911,145911,158781,2541,0,426,0,762,859
145912,145912,158781,3749,0,426,0,760,858
145913,145913,158781,3961,680,426,0,740,846
145914,145914,158781,4701,0,412,0,467,677
145915,145915,158781,5650,0,426,0,811,888
145916,145916,158781,36736,0,426,0,126,483
145918,145918,158781,60919,0,426,0,0,426
145920,145920,158781,65999,0,426,0,765,861
145921,145921,158781,72168,541,426,0,0,426
145922,145922,158781,130881,703,426,0,983,990
145923,145923,158781,132387,0,426,0,0,426
145924,145924,158781,192314,0,426,0,0,426
145926,145926,158781,4673492,0,426,0,0,426
145927,145927,158781,9827346,0,426,0,0,426
145928,145928,158781,54693559,0,426,0,0,426
146017,146017,155346,1683,0,194,0,387,491
146018,146018,155346,1978,0,204,0,0,204
146019,146019,155346,2099,0,194,0,0,194
146020,146020,155346,2119,0,204,0,525,610
146021,146021,155346,2169,0,204,0,0,204
146022,146022,155346,2239,0,204,0,0,204
146023,146023,155346,2249,0,204,0,325,446
146026,146026,155346,2369,0,204,0,388,498
146028,146028,155346,2405,0,204,0,273,404
146030,146030,155346,2475,0,204,0,310,434
146031,146031,155346,2499,0,204,0,0,204
146032,146032,155346,2583,0,204,0,0,204
146033,146033,155346,2585,631,204,0,184,331
146034,146034,155346,2663,0,204,0,0,204
146035,146035,155346,2685,0,204,0,729,777
146036,146036,155346,2687,0,204,0,858,883
146037,146037,155346,2818,0,194,0,0,194
146038,146038,155346,2913,0,194,0,230,360
146039,146039,155346,3148,0,194,0,0,194
146040,146040,155346,3510,0,194,0,0,194
146041,146041,155346,3682,0,204,0,739,786
146042,146042,155346,3822,0,194,0,793,828
146043,146043,155346,3869,0,204,0,0,204
146044,146044,155346,3914,0,204,0,0,204
146046,146046,155346,3981,0,194,0,0,194
146047,146047,155346,4090,0,194,0,594,662
146048,146048,155346,4106,0,194,0,652,711
146049,146049,155346,4163,0,194,0,466,556
146050,146050,155346,4171,0,204,0,216,357
146051,146051,155346,4184,0,194,0,298,417
146052,146052,155346,4411,0,204,0,173,322
146054,146054,155346,4442,0,194,0,0,194
146055,146055,155346,4595,0,194,0,179,318
146056,146056,155346,4631,0,204,0,150,303
146057,146057,155346,4652,0,194,0,0,194
146058,146058,155346,4724,0,204,0,0,204
146059,146059,155346,4828,738,204,0,594,667
146060,146060,155346,4830,0,194,0,0,194
146061,146061,155346,4883,0,204,0,342,460
146062,146062,155346,4946,0,204,0,594,667
146063,146063,155346,5012,0,194,0,341,452
146064,146064,155346,5073,0,194,0,0,194
146065,146065,155346,5074,0,194,0,467,557
146066,146066,155346,5122,0,194,0,0,194
146067,146067,155346,5160,0,194,0,0,194
146068,146068,155346,5163,0,194,0,0,194
146069,146069,155346,5253,0,204,0,0,204
146071,146071,155346,5478,0,204,0,272,403
146072,146072,155346,5595,0,194,0,466,556
146073,146073,155346,5691,0,194,0,0,194
146075,146075,155346,6089,0,194,0,0,194
146076,146076,155346,10257,0,194,0,139,285
146077,146077,155346,18026,0,204,0,272,403
146079,146079,155346,27400,0,194,0,200,335
146082,146082,155346,36920,0,204,0,350,467
146084,146084,155346,43216,0,204,0,572,649
146085,146085,155346,44112,649,204,0,0,204
146090,146090,155346,59768,0,204,0,0,204
146092,146092,155346,60769,0,194,0,0,194
146093,146093,155346,60785,0,194,0,0,194
146095,146095,155346,60858,0,194,0,0,194
146100,146100,155346,68618,867,204,0,737,784
146102,146102,155346,68770,0,204,0,0,204
146104,146104,155346,68848,0,194,0,739,783
146105,146105,155346,71301,0,204,0,177,325
146107,146107,155346,71733,0,204,0,0,204
146108,146108,155346,71739,725,204,0,388,498
146113,146113,155346,73333,0,194,0,0,194
146114,146114,155346,107780,0,194,0,327,441
146116,146116,155346,108182,0,194,0,172,312
146118,146118,155346,115111,0,194,0,126,274
146119,146119,155346,119376,0,194,0,215,348
146120,146120,155346,119574,0,194,0,112,262
146121,146121,155346,119590,0,194,0,0,194
146125,146125,155346,123686,0,204,0,505,594
146130,146130,155346,148211,0,194,0,0,194
146131,146131,155346,610479,0,194,0,0,194
146134,146134,155346,5462134,0,194,0,0,194
146136,146136,155346,9966051,0,194,0,0,194
146139,146139,154575,2153,0,238,0,284,438
146140,146140,154575,2519,0,238,0,0,238
146141,146141,154575,2753,0,238,0,271,427
146142,146142,154575,2754,0,238,0,125,313
146145,146145,154575,3108,0,238,0,0,238
146148,146148,154575,3671,0,238,0,237,401
146150,146150,154575,3758,0,238,0,218,386
146152,146152,154575,4197,0,238,0,386,518
146154,146154,154575,4680,0,238,0,0,238
146155,146155,154575,4740,0,238,0,139,324
146158,146158,154575,5087,0,238,0,388,519
146159,146159,154575,5092,0,551,0,747,883
146160,146160,154575,5212,0,238,0,267,424
146165,146165,154575,5691,0,238,0,0,238
146166,146166,154575,5722,0,238,0,388,519
146167,146167,154575,5723,0,238,0,296,447
146179,146179,154575,110634,0,238,0,121,310
146180,146180,154575,110635,0,238,0,112,303
146182,146182,154575,151170,0,551,0,660,842
146298,146298,153990,191,0,313,0,420,589
146299,146299,153990,1329,878,551,0,0,551
146303,146303,153990,1917,674,441,0,0,441
146304,146304,153990,2153,0,441,0,0,441
146305,146305,153990,2519,0,441,0,0,441
146306,146306,153990,2806,0,371,0,0,371
146307,146307,153990,4402,0,313,0,0,313
146308,146308,153990,5472,0,371,0,0,371
146310,146310,153990,92411,626,551,0,0,551
146313,146313,153990,130214,0,313,0,0,313
146314,146314,153990,131432,0,313,0,0,313
146315,146315,153990,132624,0,313,0,0,313
146316,146316,153990,158795,0,313,0,179,419
146317,146317,153990,198792,520,441,0,0,441
146318,146318,153990,219024,0,313,0,0,313
146319,146319,153990,252716,0,441,0,0,441
146320,146320,153990,3985498,0,371,0,0,371
146321,146321,153990,4129546,0,371,0,0,371
146322,146322,153990,5310960,0,441,0,0,441
146326,146326,153990,6918456,0,371,0,0,371
146330,146330,153990,9871419,0,371,0,0,371
146371,146371,151171,453,0,161,0,0,161
146372,146372,151171,1795,0,161,0,0,161
146373,146373,151171,1798,0,161,0,0,161
146374,146374,151171,1986,0,161,0,0,161
146376,146376,151171,2315,0,161,0,0,161
146377,146377,151171,2471,0,161,0,0,161
146378,146378,151171,2720,0,161,0,274,372
146379,146379,151171,2732,0,161,0,0,161
146382,146382,151171,2910,0,161,0,0,161
146383,146383,151171,3278,0,161,0,0,161
146384,146384,151171,3295,0,161,0,0,161
146385,146385,151171,3440,0,161,0,498,566
146386,146386,151171,3639,0,161,0,176,288
146389,146389,151171,3702,0,161,0,0,161
146396,146396,151171,5267,0,161,0,230,334
146397,146397,151171,5546,0,161,0,0,161
146400,146400,151171,5620,0,161,0,0,161
146404,146404,151171,8230,0,161,0,0,161
146411,146411,151171,27991,0,161,0,208,315
146412,146412,151171,38409,0,161,0,0,161
146414,146414,151171,41781,0,161,0,0,161
146418,146418,151171,64627,0,161,0,272,370
146421,146421,151171,68555,0,161,0,0,161
146426,146426,151171,105104,0,161,0,0,161
146428,146428,151171,114904,0,532,0,505,761
146429,146429,151171,115208,0,161,0,0,161
146432,146432,151171,119369,0,532,0,652,832
146433,146433,151171,122220,0,161,0,0,161
146434,146434,151171,150310,0,161,0,235,338
146435,146435,151171,216237,0,532,0,821,913
146446,146446,151170,2153,0,238,0,325,470
146447,146447,151170,2519,0,238,0,0,238
146448,146448,151170,2753,0,238,0,272,428
146449,146449,151170,2754,0,238,0,208,378
146452,146452,151170,3108,0,238,0,0,238
146455,146455,151170,3671,0,238,0,151,333
146457,146457,151170,3758,0,238,0,0,238
146459,146459,151170,4197,0,238,0,271,427
146461,146461,151170,4680,0,238,0,0,238
146462,146462,151170,4740,0,238,0,0,238
146465,146465,151170,5087,0,238,0,273,429
146466,146466,151170,5092,538,551,0,667,846
146467,146467,151170,5212,0,238,0,207,377
146472,146472,151170,5691,0,238,0,0,238
146473,146473,151170,5722,0,238,0,274,430
146474,146474,151170,5723,0,238,0,231,396
146486,146486,151170,110634,0,238,0,125,313
146487,146487,151170,110635,0,238,0,167,346
146489,146489,151170,154575,0,551,0,660,842
146495,146495,151166,338,0,246,0,0,246
146497,146497,151166,2244,0,246,0,388,524
146498,146498,151166,2662,0,505,0,665,829
146499,146499,151166,3032,750,246,0,811,853
146500,146500,151166,3059,0,246,0,126,321
146501,146501,151166,3177,0,246,0,0,246
146503,146503,151166,3308,0,505,0,412,700
146506,146506,151166,3394,0,246,0,150,339
146507,146507,151166,3672,0,246,0,528,633
146508,146508,151166,3715,0,246,0,274,436
146510,146510,151166,3825,0,246,0,217,391
146511,146511,151166,3826,0,246,0,114,312
146512,146512,151166,4036,0,246,0,0,246
146513,146513,151166,4044,0,246,0,0,246
146516,146516,151166,4409,0,505,0,325,655
146517,146517,151166,4488,0,246,0,0,246
146518,146518,151166,4495,0,246,0,299,455
146519,146519,151166,4534,0,246,0,0,246
146520,146520,151166,5090,0,505,0,739,866
146521,146521,151166,5145,0,246,0,0,246
146522,146522,151166,5352,0,246,0,230,402
146524,146524,151166,5508,0,246,0,0,246
146529,146529,151166,44562,0,246,0,0,246
146531,146531,151166,71246,0,246,0,0,246
146533,146533,151166,114866,0,246,0,0,246
146535,146535,151166,119607,0,505,0,741,867
146536,146536,151166,119828,0,505,0,580,785
146537,146537,151166,123619,0,505,0,742,868
146538,146538,151166,4306515,0,246,0,154,343
146539,146539,151166,9799453,0,246,0,0,246
146545,146545,151165,2726,0,268,0,100,321
146546,146546,151165,2780,0,268,0,0,268
146547,146547,151165,3003,0,268,0,150,359
146548,146548,151165,3016,0,268,0,100,321
146550,146550,151165,3100,0,268,0,210,404
146551,146551,151165,3148,0,268,0,653,738
146552,146552,151165,3151,0,268,0,151,359
146554,146554,151165,3168,0,268,0,352,511
146555,146555,151165,3510,0,268,0,734,799
146556,146556,151165,3559,0,268,0,139,350
146558,146558,151165,4034,0,268,0,0,268
146559,146559,151165,4159,0,268,0,126,341
146560,146560,151165,4168,0,268,0,477,605
146561,146561,151165,4442,0,268,0,388,538
146562,146562,151165,4585,0,268,0,344,505
146563,146563,151165,4595,0,268,0,778,832
146564,146564,151165,4917,0,268,0,387,537
146565,146565,151165,4926,0,268,0,0,268
146567,146567,151165,5566,0,268,0,0,268
146568,146568,151165,5568,0,268,0,0,268
146570,146570,151165,5595,0,268,0,411,555
146571,146571,151165,6726,0,268,0,100,321
146575,146575,151165,39860,0,268,0,343,504
146579,146579,151165,107778,0,268,0,0,268
146580,146580,151165,108182,0,268,0,0,268
146581,146581,151165,122033,0,523,0,528,768
146586,146586,151165,9832383,0,523,0,351,681
146588,146588,151165,9917021,0,523,0,606,806
146690,146690,151069,2154,0,151,0,0,151
146691,146691,151069,3143,0,199,0,423,524
146693,146693,151069,4112,0,256,0,0,256
146694,146694,151069,5532,0,314,0,0,314
146695,146695,151069,24466,0,205,0,0,205
146696,146696,151069,25197,0,164,0,0,164
146703,146703,151069,72438,0,172,0,0,172
146710,146710,151069,130731,0,164,0,0,164
146763,146763,151069,388647,936,406,900,930,995
146812,146812,150311,247,0,153,0,0,153
146813,146813,150311,305,0,153,0,0,153
146814,146814,150311,937,0,153,0,834,855
146815,146815,150311,1662,0,297,0,0,297
146816,146816,150311,1688,0,153,0,0,153
146817,146817,150311,2162,0,297,0,323,509
146818,146818,150311,2250,0,297,0,826,874
146820,146820,150311,2676,0,297,0,868,904
146821,146821,150311,2763,0,153,0,178,282
146822,146822,150311,2796,0,297,0,326,512
146823,146823,150311,2797,0,297,0,844,887
146824,146824,150311,2854,0,297,0,0,297
146825,146825,150311,3339,0,153,0,686,726
146826,146826,150311,3403,0,297,0,600,710
146828,146828,150311,3463,0,153,0,594,645
146829,146829,150311,3962,0,297,0,797,853
146831,146831,150311,4889,0,297,0,730,805
146832,146832,150311,4912,0,297,0,211,428
146834,146834,150311,5204,0,297,0,0,297
146835,146835,150311,5694,0,297,0,0,297
146837,146837,150311,6536,0,153,0,0,153
146839,146839,150311,6744,0,153,0,930,939
146841,146841,150311,16315,0,153,0,0,153
146842,146842,150311,18026,0,153,0,0,153
146844,146844,150311,23403,0,153,0,0,153
146847,146847,150311,39042,0,153,0,389,467
146851,146851,150311,54454,0,297,0,883,915
146855,146855,150311,64719,0,297,0,0,297
146857,146857,150311,65036,0,153,0,0,153
146866,146866,150311,114892,0,297,0,0,297
146870,146870,150311,129806,0,297,0,766,830
146871,146871,150311,130214,0,153,0,0,153
146874,146874,150311,159325,0,297,0,574,691
146876,146876,150311,179837,0,297,0,0,297
146879,146879,150311,5310993,0,153,0,209,310
146880,146880,150311,6438355,0,297,0,0,297
146882,146882,150311,6918540,0,297,0,463,611
146883,146883,150311,11556427,0,297,0,456,606
146886,146886,150311,49836058,0,297,0,328,513
146889,146889,150310,453,0,194,0,0,194
146890,146890,150310,1795,0,194,0,0,194
146891,146891,150310,1798,0,194,0,0,194
146892,146892,150310,1986,0,194,0,150,294
146894,146894,150310,2315,0,194,0,194,330
146895,146895,150310,2471,0,194,0,130,277
146896,146896,150310,2720,0,194,0,468,558
146897,146897,150310,2732,0,194,0,402,503
146900,146900,150310,2910,0,194,0,0,194
146901,146901,150310,3278,0,194,0,0,194
146902,146902,150310,3295,0,194,0,0,194
146903,146903,150310,3440,0,194,0,300,418
146904,146904,150310,3639,0,194,0,747,790
146907,146907,150310,3702,0,194,0,343,454
146914,146914,150310,5267,0,514,0,964,982
146915,146915,150310,5546,0,194,0,385,489
146918,146918,150310,5620,0,194,0,0,194
146922,146922,150310,8230,0,161,0,0,161
146929,146929,150310,27991,0,161,0,0,161
146930,146930,150310,38409,0,194,0,0,194
146932,146932,150310,41781,0,194,0,388,491
146936,146936,150310,64627,0,194,0,230,360
146939,146939,150310,68555,0,194,0,0,194
146944,146944,150310,105104,0,194,0,0,194
146946,146946,150310,114904,0,161,0,0,161
146947,146947,150310,115208,0,194,0,0,194
146950,146950,150310,119369,0,161,0,126,244
146951,146951,150310,122220,0,194,0,0,194
146952,146952,150310,151171,0,161,0,235,338
146953,146953,150310,216237,0,161,0,284,381
147042,147042,148191,5040,977,900,0,971,997
147046,147046,148191,176872,981,827,0,984,997
147219,147219,148121,2833,0,183,0,0,183
147220,147220,148121,3143,0,166,0,0,166
147221,147221,148121,3363,0,293,0,0,293
147222,147222,148121,4112,585,226,0,591,674
147263,147263,147912,444,0,282,0,0,282
147264,147264,147912,1065,0,282,0,103,336
147265,147265,147912,2156,0,282,0,257,450
147266,147266,147912,2354,0,398,0,0,398
147267,147267,147912,2756,0,282,0,0,282
147268,147268,147912,2764,0,282,0,210,415
147269,147269,147912,2812,0,488,0,388,677
147271,147271,147912,3009,0,398,0,0,398
147272,147272,147912,3198,0,488,0,219,588
147273,147273,147912,3203,0,282,0,209,415
147275,147275,147912,3365,0,488,0,919,957
147276,147276,147912,3386,0,282,0,0,282
147277,147277,147912,3404,0,282,0,0,282
147278,147278,147912,3433,0,282,0,0,282
147279,147279,147912,3463,0,282,0,0,282
147281,147281,147912,3793,698,488,0,851,921
147282,147282,147912,3817,0,282,0,102,335
147283,147283,147912,3823,0,488,0,589,783
147284,147284,147912,4189,0,488,0,457,713
147285,147285,147912,4539,0,282,0,0,282
147286,147286,147912,4583,0,282,0,210,415
147287,147287,147912,4601,0,282,0,0,282
147288,147288,147912,4691,0,282,0,0,282
147289,147289,147912,4735,0,398,0,0,398
147290,147290,147912,4984,0,398,0,0,398
147291,147291,147912,5076,0,282,0,417,569
147293,147293,147912,5472,0,282,0,0,282
147295,147295,147912,5578,0,282,0,183,395
147297,147297,147912,11617,0,282,0,0,282
147300,147300,147912,39562,0,398,0,0,398
147304,147304,147912,54688,0,282,0,158,377
147306,147306,147912,60787,0,282,0,0,282
147310,147310,147912,71616,0,488,0,879,936
147321,147321,147912,9799888,0,282,0,0,282
147323,147323,145068,86,0,391,0,115,444
147324,147324,145068,281,0,551,0,372,709
147325,147325,145068,322,0,391,0,178,484
147326,147326,145068,402,0,551,0,801,908
147327,147327,145068,581,0,391,0,782,863
147328,147328,145068,679,0,391,0,705,815
147330,147330,145068,803,0,391,0,0,391
147331,147331,145068,838,0,178,0,715,758
147334,147334,145068,2083,0,178,0,579,644
147335,147335,145068,2094,0,391,0,561,724
147336,147336,145068,2153,0,178,0,358,456
147338,147338,145068,2267,0,178,0,0,178
147339,147339,145068,2462,0,178,0,472,553
147340,147340,145068,2754,0,178,0,342,442
147341,147341,145068,2783,0,178,0,0,178
147344,147344,145068,3343,0,178,0,0,178
147345,147345,145068,3344,0,178,0,0,178
147346,147346,145068,3410,0,178,0,350,449
147347,147347,145068,3413,0,178,0,616,675
147348,147348,145068,3514,0,178,0,939,948
147350,147350,145068,3661,0,178,0,685,733
147351,147351,145068,3671,0,178,0,103,240
147352,147352,145068,3746,0,178,0,208,329
147353,147353,145068,3762,0,178,0,0,178
147354,147354,145068,3779,0,178,0,749,787
147357,147357,145068,4021,0,391,0,342,587
147359,147359,145068,4740,0,391,0,501,687
147361,147361,145068,4916,0,178,0,0,178
147363,147363,145068,5032,0,178,0,154,283
147364,147364,145068,5152,0,178,0,355,454
147365,147365,145068,5255,0,178,0,215,335
147366,147366,145068,5403,0,178,0,210,331
147367,147367,145068,5429,0,178,0,208,330
147369,147369,145068,5581,0,178,0,0,178
147371,147371,145068,5723,0,178,0,0,178
147373,147373,145068,6623,0,391,0,339,585
147387,147387,145068,60719,0,178,0,0,178
147389,147389,145068,62924,0,178,0,359,457
147390,147390,145068,65036,0,391,0,346,590
147407,147407,145068,9800339,0,178,0,0,178
147484,147484,135018,312,0,234,0,0,234
147486,147486,135018,1983,0,234,0,0,234
147487,147487,135018,2476,0,234,0,388,517
147488,147488,135018,2487,683,234,0,575,664
147489,147489,135018,3063,0,234,0,0,234
147490,147490,135018,3303,0,234,0,0,234
147491,147491,135018,3345,0,234,0,388,517
147492,147492,135018,3592,0,234,0,403,529
147493,147493,135018,3648,0,234,0,0,234
147494,147494,135018,3918,808,234,0,582,670
147495,147495,135018,4058,0,234,0,209,375
147496,147496,135018,4095,0,234,0,352,488
147497,147497,135018,4253,0,234,0,835,870
147498,147498,135018,4419,0,234,0,530,629
147499,147499,135018,4635,0,234,0,0,234
147501,147501,135018,4639,0,234,0,175,349
147502,147502,135018,4736,750,234,0,723,781
147504,147504,135018,5523,0,234,0,0,234
147511,147511,135018,10100,0,234,0,178,351
147513,147513,135018,10517,0,234,0,0,234
