,Unnamed: 0,chemical1,chemical2,similarity,experimental,database,textmining,combined_score
79,79,90470996,18830,504,335,0,0,335
83,83,90470996,27991,0,335,0,0,335
85,85,90470996,4055,0,335,0,0,335
87,87,90470996,5280483,0,335,0,611,733
91,91,90470996,5526,0,335,0,218,464
92,92,90470996,564,0,335,0,105,387
96,96,90470996,644077,0,335,0,0,335
261,261,57379345,108152,0,297,0,0,297
262,262,57379345,11626560,0,297,0,765,829
263,263,57379345,11707110,0,297,0,310,500
264,264,57379345,123631,0,297,0,501,638
268,268,57379345,160355,0,297,0,0,297
272,272,57379345,176870,0,297,0,505,641
273,273,57379345,208908,0,297,0,177,404
274,274,57379345,216239,0,297,0,125,366
275,275,57379345,24826799,0,297,0,296,490
276,276,57379345,3062316,0,297,0,218,433
277,277,57379345,312145,0,297,0,0,297
279,279,57379345,3220,0,297,0,0,297
282,282,57379345,3547,0,297,0,0,297
284,284,57379345,4713,0,297,0,0,297
285,285,57379345,5280961,0,297,0,0,297
286,286,57379345,5287969,0,297,0,0,297
287,287,57379345,5291,0,297,0,178,404
289,289,57379345,5329098,0,297,0,0,297
290,290,57379345,5329099,0,297,0,0,297
291,291,57379345,5330286,0,297,0,210,428
292,292,57379345,6450551,0,297,0,104,351
294,294,57379345,72271,0,297,0,0,297
295,295,57379345,9823820,0,297,0,109,354
296,296,57379345,9926791,0,297,0,0,297
297,297,57379345,9933475,0,297,0,0,297
607,607,54693559,130881,0,426,0,0,426
608,608,54693559,132387,0,426,0,0,426
609,609,54693559,158781,0,426,0,0,426
610,610,54693559,192314,593,426,0,0,426
612,612,54693559,2540,0,426,0,0,426
613,613,54693559,2541,0,426,0,0,426
614,614,54693559,3749,0,426,0,0,426
615,615,54693559,3961,0,426,0,0,426
616,616,54693559,4673492,0,426,0,0,426
617,617,54693559,5281037,0,412,0,0,412
618,618,54693559,5311345,0,412,0,0,412
619,619,54693559,60846,0,426,0,0,426
620,620,54693559,60919,637,426,0,822,894
622,622,54693559,6324663,0,426,0,0,426
623,623,54693559,65999,0,426,0,0,426
624,624,54693559,72168,0,426,0,0,426
625,625,54693559,9827346,0,426,0,0,426
750,750,54680692,10182969,0,208,0,502,593
751,751,54680692,10205,0,208,0,0,208
752,752,54680692,10280735,0,208,0,313,439
757,757,54680692,183797,0,208,0,230,371
761,761,54680692,25201794,0,208,0,580,657
762,762,54680692,25244225,0,208,0,384,497
765,765,54680692,311,0,208,0,0,208
766,766,54680692,3121,0,208,0,560,641
767,767,54680692,32756,0,208,0,0,208
774,774,54680692,5001396,0,208,0,884,906
775,775,54680692,54676537,0,208,0,822,854
780,780,54680692,54685524,0,208,0,580,657
782,782,54680692,5496659,0,208,0,0,208
794,794,54680692,772,0,208,0,604,677
797,797,54680692,9574101,0,208,0,299,428
798,798,54680692,9578572,0,208,0,359,477
799,799,54680692,9807238,0,208,0,0,208
800,800,54680692,9875401,0,208,0,580,657
801,801,54680692,9912771,0,208,0,172,324
803,803,54676537,10182969,0,208,0,606,678
804,804,54676537,10205,0,208,0,0,208
805,805,54676537,10280735,0,208,0,476,572
810,810,54676537,183797,0,208,0,0,208
814,814,54676537,25201794,0,208,0,430,535
815,815,54676537,25244225,0,208,0,529,615
818,818,54676537,311,0,208,0,0,208
819,819,54676537,3121,0,208,0,0,208
820,820,54676537,32756,0,208,0,0,208
827,827,54676537,5001396,0,208,0,819,852
831,831,54676537,54680692,0,208,0,822,854
833,833,54676537,54685524,0,208,0,504,595
835,835,54676537,5496659,0,208,0,100,265
847,847,54676537,772,0,208,0,651,715
850,850,54676537,9574101,0,208,0,388,500
851,851,54676537,9578572,0,208,0,479,575
852,852,54676537,9807238,0,208,0,0,208
853,853,54676537,9875401,0,208,0,659,721
854,854,54676537,9912771,0,208,0,300,429
942,942,54671203,2165,0,208,0,324,448
943,943,54671203,237,0,208,0,154,309
945,945,54671203,2719,0,208,0,627,696
946,946,54671203,2955,0,208,0,385,498
948,948,54671203,3652,0,208,0,420,526
953,953,54671203,439176,0,208,0,0,208
954,954,54671203,4908,0,208,0,505,596
955,955,54671203,4993,0,208,0,408,517
957,957,54671203,5478883,0,208,0,272,406
960,960,54671203,5578,0,208,0,596,670
962,962,54671203,6178111,0,208,0,654,717
970,970,54671203,65482,0,208,0,152,308
973,973,54671203,6917864,0,208,0,553,635
977,977,54671203,74989,0,208,0,594,668
979,979,54671203,8549,0,208,0,618,688
1053,1053,49836058,11556427,0,297,0,960,971
1056,1056,49836058,130214,0,153,0,0,153
1059,1059,49836058,150311,0,297,0,328,513
1060,1060,49836058,159325,0,297,0,941,957
1063,1063,49836058,16315,0,153,0,0,153
1064,1064,49836058,1662,0,297,0,0,297
1065,1065,49836058,1688,0,153,0,0,153
1066,1066,49836058,18026,0,153,0,0,153
1068,1068,49836058,2162,0,297,0,0,297
1071,1071,49836058,23403,0,153,0,0,153
1073,1073,49836058,247,0,153,0,0,153
1074,1074,49836058,2763,0,153,0,0,153
1075,1075,49836058,2796,0,297,0,0,297
1076,1076,49836058,2797,0,297,0,467,614
1077,1077,49836058,305,0,153,0,0,153
1080,1080,49836058,3339,0,153,0,298,387
1082,1082,49836058,3463,0,153,0,345,428
1083,1083,49836058,39042,0,153,0,210,310
1087,1087,49836058,446155,0,297,0,0,297
1088,1088,49836058,446156,0,297,0,477,621
1089,1089,49836058,446157,0,297,0,282,480
1093,1093,49836058,4912,0,297,0,0,297
1096,1096,49836058,5281970,0,297,0,0,297
1099,1099,49836058,5310993,0,153,0,0,153
1100,1100,49836058,53232,0,297,0,0,297
1102,1102,49836058,54454,0,297,0,326,512
1103,1103,49836058,54687,0,297,0,209,427
1104,1104,49836058,5694,0,297,0,0,297
1109,1109,49836058,6437849,0,297,0,0,297
1110,1110,49836058,6438355,0,297,0,0,297
1112,1112,49836058,64715,0,297,0,0,297
1114,1114,49836058,65036,0,153,0,0,153
1115,1115,49836058,6536,0,153,0,0,153
1122,1122,49836058,6918540,0,297,0,953,966
1124,1124,49836058,72307,0,297,0,0,297
1126,1126,49836058,937,0,153,0,388,466
1264,1264,45272686,107640,0,391,0,681,799
1267,1267,45272686,1201549,0,178,0,0,178
1269,1269,45272686,124087,0,178,0,0,178
1273,1273,45272686,154417,0,178,0,0,178
1274,1274,45272686,1734,0,178,0,0,178
1275,1275,45272686,174174,0,178,0,0,178
1276,1276,45272686,23056,0,178,0,0,178
1278,1278,45272686,2381,0,178,0,0,178
1281,1281,45272686,2905,0,178,0,0,178
1283,1283,45272686,3042,0,178,0,0,178
1286,1286,45272686,3290,0,178,0,0,178
1288,1288,45272686,3450,0,391,0,0,391
1289,1289,45272686,3494,0,178,0,0,178
1290,1290,45272686,3602,0,178,0,0,178
1291,1291,45272686,3603,0,178,0,0,178
1292,1292,45272686,3604,0,391,0,259,535
1300,1300,45272686,4601,0,178,0,0,178
1301,1301,45272686,4634,0,178,0,0,178
1303,1303,45272686,4848,0,178,0,0,178
1304,1304,45272686,4919,0,178,0,0,178
1311,1311,45272686,5572,0,178,0,0,178
1312,1312,45272686,5593,0,178,0,0,178
1318,1318,45272686,6000,0,391,0,105,438
1333,1333,44404987,10836,0,238,0,0,238
1334,1334,44404987,1978,0,238,0,0,238
1338,1338,44404987,2663,0,238,0,0,238
1339,1339,44404987,2783,0,238,0,0,238
1341,1341,44404987,3007,0,238,0,0,238
1345,1345,44404987,3343,0,238,0,0,238
1348,1348,44404987,36811,0,238,0,0,238
1349,1349,44404987,3779,0,238,0,0,238
1351,1351,44404987,3869,0,238,0,0,238
1354,1354,44404987,42396,0,238,0,0,238
1355,1355,44404987,439260,0,238,0,0,238
1357,1357,44404987,4636,0,238,0,0,238
1360,1360,44404987,4771,0,238,0,0,238
1362,1362,44404987,4916,0,238,0,0,238
1364,1364,44404987,5403,0,238,0,0,238
1366,1366,44404987,5524,0,238,0,0,238
1367,1367,44404987,5581,0,238,0,0,238
1368,1368,44404987,5610,0,238,0,0,238
1373,1373,44404987,6041,0,238,0,0,238
1375,1375,44404987,681,0,238,0,0,238
1377,1377,44404987,7172,0,238,0,0,238
1381,1381,44404987,838,0,238,0,0,238
1506,1506,25244225,10182969,0,208,0,473,570
1507,1507,25244225,10205,0,208,0,0,208
1508,1508,25244225,10280735,0,208,0,410,518
1514,1514,25244225,122296,0,302,0,103,355
1518,1518,25244225,183797,0,208,0,478,574
1522,1522,25244225,2244,0,302,0,653,750
1524,1524,25244225,25201794,0,208,0,154,309
1526,1526,25244225,2754,0,302,0,152,390
1529,1529,25244225,311,0,208,0,242,382
1530,1530,25244225,3121,0,208,0,0,208
1531,1531,25244225,32756,0,208,0,652,716
1534,1534,25244225,4055,0,268,0,0,268
1541,1541,25244225,5001396,0,208,0,683,741
1542,1542,25244225,51550,0,302,0,0,302
1543,1543,25244225,5160,0,302,0,112,361
1544,1544,25244225,5280483,0,268,0,527,643
1547,1547,25244225,54676537,0,208,0,529,615
1551,1551,25244225,54680692,0,208,0,384,497
1553,1553,25244225,54685524,0,208,0,173,325
1554,1554,25244225,5472,0,302,0,345,529
1555,1555,25244225,5486684,0,302,0,0,302
1557,1557,25244225,5496659,0,208,0,175,327
1558,1558,25244225,5526,0,268,0,294,467
1559,1559,25244225,564,0,268,0,0,268
1570,1570,25244225,65243,0,302,0,0,302
1573,1573,25244225,65889,0,302,0,0,302
1579,1579,25244225,772,0,302,0,964,974
1582,1582,25244225,9574101,0,208,0,480,575
1583,1583,25244225,9578572,0,208,0,479,575
1584,1584,25244225,9807238,0,208,0,230,371
1586,1586,25244225,9875401,0,208,0,574,652
1587,1587,25244225,9912771,0,208,0,230,371
1589,1589,25201794,10182969,0,208,0,139,297
1590,1590,25201794,10205,0,208,0,0,208
1591,1591,25201794,10280735,0,208,0,115,278
1599,1599,25201794,183797,0,208,0,0,208
1604,1604,25201794,25244225,0,208,0,154,309
1608,1608,25201794,311,0,208,0,0,208
1609,1609,25201794,3121,0,208,0,0,208
1610,1610,25201794,3213,0,419,0,0,419
1611,1611,25201794,32756,0,208,0,0,208
1615,1615,25201794,441145,0,419,0,0,419
1620,1620,25201794,5001396,829,208,0,821,854
1622,1622,25201794,54676537,0,208,0,430,535
1626,1626,25201794,54680692,0,208,0,580,657
1628,1628,25201794,54685524,0,208,0,739,787
1630,1630,25201794,5496659,0,208,0,0,208
1641,1641,25201794,6758,0,419,0,359,616
1647,1647,25201794,772,0,208,0,410,518
1652,1652,25201794,9574101,0,208,0,139,297
1653,1653,25201794,9578572,0,208,0,106,270
1654,1654,25201794,9807238,0,208,0,139,297
1655,1655,25201794,9875401,0,208,0,120,282
1656,1656,25201794,9912771,0,208,0,126,287
1744,1744,25077992,10070040,0,234,0,0,234
1746,1746,25077992,10100,0,234,0,0,234
1748,1748,25077992,104787,0,234,0,725,783
1750,1750,25077992,10517,0,234,0,0,234
1754,1754,25077992,123878,0,234,0,0,234
1759,1759,25077992,1983,0,234,0,0,234
1760,1760,25077992,26721,0,234,0,329,470
1762,1762,25077992,3345,0,234,0,154,332
1763,1763,25077992,33741,0,234,0,0,234
1764,1764,25077992,4058,0,234,0,0,234
1765,1765,25077992,4095,0,234,0,236,397
1767,1767,25077992,41693,0,234,0,0,234
1772,1772,25077992,51263,0,234,0,247,405
1773,1773,25077992,5284371,0,234,0,0,234
1774,1774,25077992,5284543,0,234,0,0,234
1775,1775,25077992,5284569,0,234,0,0,234
1776,1776,25077992,5284570,0,234,0,150,329
1777,1777,25077992,5284603,0,234,0,0,234
1778,1778,25077992,5284604,0,234,0,105,293
1779,1779,25077992,5288826,0,234,0,775,822
1780,1780,25077992,5311080,0,234,0,126,310
1781,1781,25077992,5311081,0,234,0,0,234
1782,1782,25077992,5311304,0,234,0,155,333
1784,1784,25077992,5359271,0,234,0,0,234
1785,1785,25077992,5359272,0,234,0,468,580
1786,1786,25077992,5359421,0,234,0,386,515
1787,1787,25077992,5361092,0,234,0,125,309
1788,1788,25077992,5462328,0,234,0,259,415
1790,1790,25077992,5485199,0,234,0,648,722
1794,1794,25077992,62156,0,234,0,0,234
1795,1795,25077992,644073,0,234,0,260,416
1883,1883,24826799,108152,0,297,0,0,297
1884,1884,24826799,11626560,0,297,0,384,554
1885,1885,24826799,11707110,0,297,0,274,474
1886,1886,24826799,123631,0,297,0,284,481
1890,1890,24826799,160355,0,297,0,0,297
1894,1894,24826799,176870,0,297,0,386,555
1895,1895,24826799,208908,0,297,0,395,562
1896,1896,24826799,216239,0,297,0,471,617
1897,1897,24826799,3062316,0,297,0,888,919
1898,1898,24826799,312145,0,297,0,0,297
1900,1900,24826799,3220,0,297,0,0,297
1903,1903,24826799,3547,0,297,0,0,297
1905,1905,24826799,4713,0,297,0,0,297
1906,1906,24826799,5280961,0,297,0,0,297
1907,1907,24826799,5287969,0,297,0,125,366
1908,1908,24826799,5291,0,297,0,830,877
1910,1910,24826799,5329098,0,297,0,0,297
1911,1911,24826799,5329099,0,297,0,151,385
1912,1912,24826799,5330286,0,297,0,112,357
1913,1913,24826799,57379345,0,297,0,296,490
1914,1914,24826799,6450551,0,297,0,272,472
1916,1916,24826799,72271,0,297,0,0,297
1917,1917,24826799,9823820,0,297,0,273,473
1918,1918,24826799,9926791,0,297,0,0,297
1919,1919,24826799,9933475,0,297,0,157,389
2176,2176,16681432,439302,0,441,0,208,544
2177,2177,16681432,443884,0,441,0,661,804
2178,2178,16681432,5011,0,441,0,0,441
2179,2179,16681432,5280360,0,441,0,0,441
2180,2180,16681432,5280363,0,441,0,208,544
2183,2183,16681432,5282381,0,441,0,477,698
2185,2185,16681432,7014,0,441,0,0,441
2186,2186,16681432,8223,0,441,0,126,496
2187,2187,16681432,8226,0,441,0,588,762
2189,2189,16197727,114835,0,347,0,0,347
2190,2190,16197727,11617,0,347,0,0,347
2191,2191,16197727,16590,0,347,0,0,347
2192,2192,16197727,16741,0,347,0,0,347
2194,2194,16197727,3712,0,347,0,0,347
2196,2196,16197727,440623,0,347,0,0,347
2197,2197,16197727,445154,0,347,0,0,347
2198,2198,16197727,446925,0,347,0,0,347
2199,2199,16197727,47318,0,347,0,0,347
2201,2201,16197727,5280531,0,347,0,0,347
2202,2202,16197727,5280961,0,347,0,0,347
2205,2205,16197727,5288209,0,347,0,0,347
2206,2206,16197727,5350,0,347,0,0,347
2207,2207,16197727,5472495,0,347,0,0,347
2210,2210,16197727,6398761,0,347,0,0,347
2211,2211,16197727,65064,0,347,0,0,347
2212,2212,16197727,65076,0,347,0,0,347
2215,2215,16197727,72,0,347,0,0,347
2217,2217,16197727,82146,0,347,0,0,347
2218,2218,16157882,10096344,0,514,0,0,514
2219,2219,16157882,11243969,0,514,0,0,514
2220,2220,16157882,11450633,0,514,0,0,514
2224,2224,16157882,123823,0,166,0,0,166
2227,2227,16157882,1613,0,166,0,0,166
2233,2233,16157882,16135499,0,514,0,0,514
2236,2236,16157882,18026,0,166,0,0,166
2238,2238,16157882,1989,0,166,0,0,166
2242,2242,16157882,2750,0,166,0,0,166
2244,2244,16157882,3101,0,166,0,0,166
2247,2247,16157882,3475,0,166,0,0,166
2248,2248,16157882,3476,0,166,0,0,166
2249,2249,16157882,3478,0,166,0,0,166
2250,2250,16157882,3488,0,166,0,0,166
2251,2251,16157882,4091,0,166,0,0,166
2253,2253,16157882,41774,0,166,0,0,166
2255,2255,16157882,4369359,0,514,0,0,514
2256,2256,16157882,441314,0,166,0,0,166
2258,2258,16157882,444020,0,166,0,0,166
2260,2260,16157882,4829,0,166,0,0,166
2261,2261,16157882,501640,0,166,0,0,166
2262,2262,16157882,51634,0,166,0,0,166
2263,2263,16157882,5278,0,166,0,0,166
2264,2264,16157882,5311309,0,166,0,0,166
2268,2268,16157882,5505,0,166,0,0,166
2270,2270,16157882,5591,0,166,0,0,166
2274,2274,16157882,65036,0,166,0,0,166
2275,2275,16157882,65110,0,166,0,0,166
2276,2276,16157882,65981,0,166,0,0,166
2278,2278,16157882,6918537,0,166,0,0,166
2288,2288,16157882,94701,0,166,0,0,166
2290,2290,16135499,10096344,0,514,0,0,514
2291,2291,16135499,11243969,0,514,0,0,514
2292,2292,16135499,11450633,0,514,0,0,514
2294,2294,16135499,16157882,0,514,0,0,514
2295,2295,16135499,4369359,0,514,0,0,514
2369,2369,16134896,1979,0,505,0,0,505
2370,2370,16134896,1993,0,505,0,0,505
2371,2371,16134896,2551,0,505,0,0,505
2374,2374,16134896,5983,0,505,0,0,505
2375,2375,16133798,10267,0,215,0,0,215
2376,2376,16133798,104766,0,215,0,0,215
2377,2377,16133798,104858,0,215,0,0,215
2380,2380,16133798,107778,0,215,0,0,215
2381,2381,16133798,10783,0,215,0,0,215
2382,2382,16133798,114854,0,215,0,0,215
2387,2387,16133798,16129679,739,215,0,0,215
2389,2389,16133798,1645,0,215,0,0,215
2392,2392,16133798,1795,0,215,0,0,215
2393,2393,16133798,180081,0,215,0,0,215
2395,2395,16133798,1893,0,215,0,0,215
2396,2396,16133798,26757,0,215,0,0,215
2397,2397,16133798,2754,0,215,0,0,215
2401,2401,16133798,3932,0,215,0,0,215
2406,2406,16133798,4938,0,215,0,0,215
2407,2407,16133798,5070,0,215,0,0,215
2408,2408,16133798,5284627,0,215,0,0,215
2411,2411,16133798,5360697,0,215,0,0,215
2413,2413,16133798,5912039,0,215,0,0,215
2422,2422,16133798,65064,0,215,0,0,215
2425,2425,16133798,6741,0,215,0,0,215
2426,2426,16133798,71120,0,215,0,0,215
2429,2429,16133798,91636,0,215,0,0,215
2430,2430,16133798,945,0,215,0,0,215
2693,2693,16132429,10531,0,218,0,0,218
2697,2697,16132429,123694,0,218,0,0,218
2701,2701,16132429,18830,562,218,0,0,218
2710,2710,16132429,439260,0,218,0,0,218
2711,2711,16132429,4436,0,218,0,0,218
2712,2712,16132429,4440,0,218,0,0,218
2713,2713,16132429,446220,0,218,0,0,218
2714,2714,16132429,4581,0,218,0,0,218
2715,2715,16132429,4636,0,218,0,0,218
2717,2717,16132429,5139,0,218,0,0,218
2718,2718,16132429,5280453,0,218,0,0,218
2723,2723,16132429,5311345,0,218,0,0,218
2725,2725,16132429,5358,0,218,0,0,218
2727,2727,16132429,5709,0,218,0,0,218
2733,2733,16132429,6041,0,218,0,0,218
2737,2737,16132429,644077,0,218,0,0,218
2739,2739,16132429,7172,0,218,0,0,218
2740,2740,16132429,72081,562,218,0,0,218
2742,2742,16132429,8223,0,218,0,0,218
2743,2743,16132429,82320,0,218,0,0,218
2744,2744,16132429,838,0,218,0,0,218
2746,2746,16132429,9681,0,218,0,0,218
3236,3236,16129679,10267,0,215,0,0,215
3237,3237,16129679,104766,0,215,0,0,215
3238,3238,16129679,104858,0,215,0,0,215
3241,3241,16129679,107778,0,215,0,0,215
3242,3242,16129679,10783,0,215,0,0,215
3243,3243,16129679,114854,0,215,0,0,215
3248,3248,16129679,16133798,739,215,0,0,215
3250,3250,16129679,1645,0,215,0,0,215
3253,3253,16129679,1795,0,215,0,0,215
3254,3254,16129679,180081,0,215,0,0,215
3256,3256,16129679,1893,0,215,0,0,215
3257,3257,16129679,26757,0,215,0,0,215
3258,3258,16129679,2754,0,215,0,0,215
3262,3262,16129679,3932,0,215,0,0,215
3267,3267,16129679,4938,0,215,0,0,215
3268,3268,16129679,5070,0,215,0,0,215
3269,3269,16129679,5284627,0,215,0,0,215
3272,3272,16129679,5360697,0,215,0,0,215
3274,3274,16129679,5912039,0,215,0,0,215
3283,3283,16129679,65064,0,215,0,0,215
3286,3286,16129679,6741,0,215,0,0,215
3287,3287,16129679,71120,0,215,0,0,215
3290,3290,16129679,91636,0,215,0,0,215
3291,3291,16129679,945,0,215,0,0,215
3390,3390,16004692,104865,0,472,0,738,857
3392,3392,16004692,159594,0,472,0,0,472
3394,3394,16004692,177236,0,472,0,139,531
3395,3395,16004692,178103,0,472,0,0,472
3396,3396,16004692,216235,0,472,0,510,733
3397,3397,16004692,3047752,0,472,0,0,472
3399,3399,16004692,443289,0,472,0,322,631
3400,3400,16004692,6433100,0,472,0,0,472
3401,3401,15940185,126941,0,218,0,133,301
3405,3405,15940185,163659,0,218,0,0,218
3408,3408,15940185,2019,0,218,0,208,362
3412,3412,15940185,253602,0,218,0,0,218
3413,3413,15940185,25774,0,218,0,126,296
3419,3419,15940185,35370,0,218,0,0,218
3420,3420,15940185,3657,0,218,0,217,369
3423,3423,15940185,441300,0,218,0,0,218
3425,3425,15940185,4463,0,218,0,0,218
3428,3428,15940185,47318,0,218,0,0,218
3429,3429,15940185,50599,0,218,0,0,218
3433,3433,15940185,5381226,0,218,0,594,673
3434,3434,15940185,5458428,0,218,0,0,218
3437,3437,15940185,5625,0,218,0,0,218
3439,3439,15940185,5746,0,218,0,261,404
3440,3440,15940185,5894,0,218,0,0,218
3443,3443,15940185,60172,0,218,0,0,218
3445,3445,15940185,60825,0,218,0,0,218
3448,3448,15940185,64139,0,218,0,0,218
3453,3453,15940185,667490,0,218,0,0,218
4047,4047,11707110,108152,0,297,0,0,297
4048,4048,11707110,11626560,0,297,0,388,556
4049,4049,11707110,123631,0,297,0,300,493
4053,4053,11707110,160355,0,297,0,0,297
4057,4057,11707110,176870,0,297,0,380,551
4058,4058,11707110,208908,0,297,0,388,556
4059,4059,11707110,216239,0,297,0,508,643
4060,4060,11707110,24826799,0,297,0,274,474
4061,4061,11707110,3062316,0,297,0,330,514
4062,4062,11707110,312145,0,297,0,0,297
4064,4064,11707110,3220,0,297,0,0,297
4067,4067,11707110,3547,0,297,0,103,350
4069,4069,11707110,4713,0,297,0,151,385
4070,4070,11707110,5280961,0,297,0,0,297
4071,4071,11707110,5287969,0,297,0,0,297
4072,4072,11707110,5291,0,297,0,406,569
4074,4074,11707110,5329098,0,297,0,0,297
4075,4075,11707110,5329099,0,297,0,0,297
4076,4076,11707110,5330286,0,297,0,262,465
4077,4077,11707110,57379345,0,297,0,310,500
4078,4078,11707110,6450551,0,297,0,271,472
4080,4080,11707110,72271,0,297,0,0,297
4081,4081,11707110,9823820,0,297,0,325,511
4082,4082,11707110,9926791,0,297,0,186,410
4083,4083,11707110,9933475,0,297,0,172,400
4085,4085,11626560,108152,0,297,0,0,297
4086,4086,11626560,11707110,0,297,0,388,556
4087,4087,11626560,123631,0,297,0,874,908
4091,4091,11626560,160355,0,297,0,0,297
4095,4095,11626560,176870,0,297,0,899,927
4096,4096,11626560,208908,0,297,0,524,655
4097,4097,11626560,216239,0,297,0,526,656
4098,4098,11626560,24826799,0,297,0,384,554
4099,4099,11626560,3062316,0,297,0,459,608
4100,4100,11626560,312145,0,297,0,0,297
4102,4102,11626560,3220,0,297,0,0,297
4105,4105,11626560,3547,0,297,0,0,297
4107,4107,11626560,4713,0,297,0,0,297
4108,4108,11626560,5280961,0,297,0,0,297
4109,4109,11626560,5287969,0,297,0,0,297
4110,4110,11626560,5291,0,297,0,580,695
4112,4112,11626560,5329098,0,297,0,126,367
4113,4113,11626560,5329099,0,297,0,174,401
4114,4114,11626560,5330286,0,297,0,340,522
4115,4115,11626560,57379345,0,297,0,765,829
4116,4116,11626560,6450551,0,297,0,386,555
4118,4118,11626560,72271,0,297,0,0,297
4119,4119,11626560,9823820,0,297,0,187,411
4120,4120,11626560,9926791,0,297,0,139,376
4121,4121,11626560,9933475,0,297,0,497,635
4127,4127,11556427,130214,0,153,0,0,153
4130,4130,11556427,150311,0,297,0,456,606
4131,4131,11556427,159325,0,297,0,971,979
4134,4134,11556427,16315,0,153,0,0,153
4135,4135,11556427,1662,0,297,0,0,297
4136,4136,11556427,1688,0,153,0,0,153
4137,4137,11556427,18026,0,153,0,0,153
4139,4139,11556427,2162,0,297,0,0,297
4142,4142,11556427,23403,0,153,0,0,153
4144,4144,11556427,247,0,153,0,0,153
4145,4145,11556427,2763,0,153,0,0,153
4146,4146,11556427,2796,0,297,0,172,400
4147,4147,11556427,2797,0,297,0,522,653
4148,4148,11556427,305,0,153,0,0,153
4151,4151,11556427,3339,0,153,0,385,463
4153,4153,11556427,3463,0,153,0,388,466
4154,4154,11556427,39042,0,153,0,234,331
4158,4158,11556427,446155,0,297,0,0,297
4159,4159,11556427,446156,0,297,0,506,642
4160,4160,11556427,446157,0,297,0,311,501
4164,4164,11556427,4912,0,297,0,208,426
4165,4165,11556427,49836058,0,297,0,960,971
4168,4168,11556427,5281970,0,297,0,0,297
4171,4171,11556427,5310993,0,153,0,0,153
4172,4172,11556427,53232,0,297,0,0,297
4174,4174,11556427,54454,0,297,0,360,536
4175,4175,11556427,54687,0,297,0,270,471
4176,4176,11556427,5694,0,297,0,0,297
4181,4181,11556427,6437849,0,297,0,0,297
4182,4182,11556427,6438355,0,297,0,0,297
4184,4184,11556427,64715,0,297,0,0,297
4186,4186,11556427,65036,0,153,0,0,153
4187,4187,11556427,6536,0,153,0,0,153
4194,4194,11556427,6918540,0,297,0,972,980
4196,4196,11556427,72307,0,297,0,0,297
4198,4198,11556427,937,0,153,0,492,556
4792,4792,11450633,10096344,0,514,0,822,910
4793,4793,11450633,11243969,0,514,0,822,910
4797,4797,11450633,123823,0,166,0,0,166
4800,4800,11450633,1613,0,166,0,0,166
4806,4806,11450633,16135499,0,514,0,0,514
4807,4807,11450633,16157882,0,514,0,0,514
4810,4810,11450633,18026,0,166,0,0,166
4812,4812,11450633,1989,0,166,0,0,166
4816,4816,11450633,2750,0,166,0,0,166
4818,4818,11450633,3101,0,166,0,0,166
4821,4821,11450633,3475,0,166,0,579,638
4822,4822,11450633,3476,0,166,0,670,716
4823,4823,11450633,3478,0,166,0,465,540
4824,4824,11450633,3488,0,166,0,513,581
4825,4825,11450633,4091,0,166,0,690,733
4827,4827,11450633,41774,0,166,0,500,570
4829,4829,11450633,4369359,0,514,0,822,910
4830,4830,11450633,441314,0,166,0,575,634
4832,4832,11450633,444020,0,166,0,580,639
4834,4834,11450633,4829,0,166,0,669,715
4835,4835,11450633,501640,0,166,0,0,166
4836,4836,11450633,51634,0,166,0,0,166
4837,4837,11450633,5278,0,166,0,0,166
4838,4838,11450633,5311309,0,166,0,529,595
4842,4842,11450633,5505,0,166,0,197,310
4844,4844,11450633,5591,0,166,0,171,287
4848,4848,11450633,65036,0,166,0,0,166
4849,4849,11450633,65110,0,166,0,0,166
4850,4850,11450633,65981,0,166,0,505,574
4852,4852,11450633,6918537,0,505,0,822,909
4862,4862,11450633,94701,0,505,0,151,567
4865,4865,11430856,107992,0,242,0,0,242
4870,4870,11430856,1220,0,242,0,0,242
4871,4871,11430856,1229,0,242,0,0,242
4874,4874,11430856,1355,0,242,0,0,242
4876,4876,11430856,1809,0,242,0,0,242
4877,4877,11430856,2477,0,242,0,171,352
4878,4878,11430856,2689,0,242,0,0,242
4879,4879,11430856,2769,0,242,0,0,242
4880,4880,11430856,28864,0,242,0,0,242
4882,4882,11430856,4296,0,242,0,0,242
4883,4883,11430856,4440,0,505,0,0,505
4885,4885,11430856,5011,0,242,0,0,242
4886,4886,11430856,5078,0,242,0,0,242
4887,4887,11430856,5202,0,242,0,180,359
4889,4889,11430856,5358,0,505,0,0,505
4890,4890,11430856,5362436,0,242,0,153,338
4892,4892,11430856,5639,0,242,0,0,242
4893,4893,11430856,56971,0,242,0,0,242
4894,4894,11430856,57347,0,242,0,0,242
4895,4895,11430856,5761,0,242,0,0,242
4897,4897,11430856,60769,0,242,0,0,242
4898,4898,11430856,60857,0,505,0,0,505
4899,4899,11430856,6089,0,242,0,0,242
4904,4904,11430856,77992,0,242,0,0,242
4905,4905,11430856,77993,0,242,0,170,352
4906,4906,11430856,8223,0,242,0,0,242
4910,4910,11430856,9801640,0,505,0,0,505
4911,4911,11430856,9815499,0,242,0,0,242
4912,4912,11430856,9966051,0,505,0,0,505
4952,4952,11243969,10096344,0,514,0,822,910
4953,4953,11243969,11450633,0,514,0,822,910
4957,4957,11243969,123823,0,166,0,0,166
